,File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y
122,164499,Rose-crested Blue Pipit,song,B,?,5/3/1993,304,153
123,164230,Rose-crested Blue Pipit,call,B,8:00,1/11/2014,294,155
124,164203,Rose-crested Blue Pipit,call,B,6:00,4/30/2012,280,112
125,162568,Rose-crested Blue Pipit,call,B,8:10,5/26/2013,270,158
126,162565,Rose-crested Blue Pipit,call,B,21:16,5/25/2013,270,119
127,162562,Rose-crested Blue Pipit,?,B,21:15,5/25/2013,322,159
128,158163,Rose-crested Blue Pipit,call,B,10:30,12/18/2013,328,173
129,149220,Rose-crested Blue Pipit,song,B,6:57,6/9/2013,292,158
130,134979,Rose-crested Blue Pipit,song,B,7:00,5/6/2013,236,111
131,125879,Rose-crested Blue Pipit,call,B,8:30,2/4/2013,124,153
132,125878,Rose-crested Blue Pipit,call,B,8:30,2/4/2013,292,155
133,113144,Rose-crested Blue Pipit,call,B,14:00,10/6/2012,226,110
134,111776,Rose-crested Blue Pipit,call,B,13.58,10/22/2012,218,121
135,91352,Rose-crested Blue Pipit,song,B,5:30pm,4/23/2010,298,156
136,91351,Rose-crested Blue Pipit,song,B,5:30pm,4/23/2010,264,46
137,80749,Rose-crested Blue Pipit,Song,B,9:58,5/14/2011,292,156
138,68258,Rose-crested Blue Pipit,call,B,?:?,6/7/2005,256,120
139,59000,Rose-crested Blue Pipit,song,B,14:30,6/14/2010,292,154
140,53791,Rose-crested Blue Pipit,call,B,5:42pm,4/25/2010,280,115
141,53789,Rose-crested Blue Pipit,song,B,5:30pm,4/20/2010,250,118
142,43857,Rose-crested Blue Pipit,call,B,14:00,2/4/2010,268,152
143,41282,Rose-crested Blue Pipit,call,B,11:00,10/12/2009,290,151
144,34861,Rose-crested Blue Pipit,Song,B,10:45,5/23/2009,286,112
145,16969,Rose-crested Blue Pipit,Song,B,?,5/7/2007,298,150
146,11506,Rose-crested Blue Pipit,Song,B,?,2/27/2007,310,154
147,11505,Rose-crested Blue Pipit,call,B,?,2/2/2007,306,158
148,1201,Rose-crested Blue Pipit,song,B,?,6/20/1991,272,160
149,406172,Rose-crested Blue Pipit,song,C,5:40,6/7/2017,294,113
150,395927,Rose-crested Blue Pipit,call,C,12:30,11/23/2017,274,111
151,378131,Rose-crested Blue Pipit,call,C,23:30,6/22/2017,262,119
152,363136,Rose-crested Blue Pipit,call,C,9:00,4/4/2017,278,114
153,295352,Rose-crested Blue Pipit,call,C,9:30,12/11/2015,258,117
154,294798,Rose-crested Blue Pipit,call,C,8:00,12/12/2015,226,114
155,288915,Rose-crested Blue Pipit,song,C,9:30,3/19/2015,240,111
156,282616,Rose-crested Blue Pipit,song,C,6:52,4/7/2015,268,116
157,278001,Rose-crested Blue Pipit,call,C,8:27,5/3/2015,286,115
158,277998,Rose-crested Blue Pipit,song,C,8:20,5/3/2015,256,117
159,237009,Rose-crested Blue Pipit,"call, song",C,9:30,4/21/2015,212,138
160,237005,Rose-crested Blue Pipit,song,C,9:40,4/21/2015,254,117
161,222806,Rose-crested Blue Pipit,song,C,8:10,2/15/2007,294,157
162,222805,Rose-crested Blue Pipit,song,C,10:00,6/11/2000,296,154
163,222804,Rose-crested Blue Pipit,song,C,12:00,4/18/2003,288,178
164,222803,Rose-crested Blue Pipit,song,C,6:00,4/5/1998,250,116
165,206618,Rose-crested Blue Pipit,song,C,15:00,5/24/2014,266,109
166,182663,Rose-crested Blue Pipit,call,C,7:30,4/29/2014,262,125
167,169033,Rose-crested Blue Pipit,call,C,10:00,9/9/2011,250,122
168,161630,Rose-crested Blue Pipit,song,C,10:00,12/28/2013,260,120
169,160293,Rose-crested Blue Pipit,song,C,6:58,5/4/2013,294,154
170,150457,Rose-crested Blue Pipit,call,C,9:00,10/13/2013,322,141
171,134755,Rose-crested Blue Pipit,song,C,11:00,5/24/2013,290,154
172,125402,Rose-crested Blue Pipit,song,C,9:00,3/17/2013,302,166
173,111777,Rose-crested Blue Pipit,call,C,10.34am,10/22/2012,254,117
174,91847,Rose-crested Blue Pipit,song,C,8:00,12/1/2011,160,125
175,91845,Rose-crested Blue Pipit,call,C,8:00,12/1/2011,264,150
176,63086,Rose-crested Blue Pipit,call,C,8:46,10/9/2010,276,161
177,56867,Rose-crested Blue Pipit,Song,C,13.3,6/25/2010,270,120
178,18969,Rose-crested Blue Pipit,song,C,8:00,12/22/2007,198,127
179,371525,Rose-crested Blue Pipit,"call, song",D,14:59,4/23/2017,218,134
180,345551,Rose-crested Blue Pipit,song,D,9:34,2/10/2016,248,111
181,325274,Rose-crested Blue Pipit,song,D,20:30,6/23/2016,280,114
182,174364,Rose-crested Blue Pipit,song,D,12:00,4/13/2014,260,139
183,28993,Rose-crested Blue Pipit,song,D,?,5/6/2007,244,129
184,18970,Rose-crested Blue Pipit,song,D,8:00,12/22/2007,208,123
185,306340,Rose-crested Blue Pipit,song,E,13:00,3/8/2016,208,124
186,347750,Blue-collared Zipper,call,no score,16:00,8/21/2016,92,62
187,325753,Blue-collared Zipper,call,no score,7:00,8/31/2011,48,139
188,176506,Blue-collared Zipper,call,no score,16:17,9/26/2010,92,62
189,374413,Blue-collared Zipper,call,A,16:49,2/3/2017,120,71
190,347893,Blue-collared Zipper,"call, song",A,9:30,12/21/2013,88,63
191,341352,Blue-collared Zipper,song,A,8:00,2/22/2016,304,34
192,274462,Blue-collared Zipper,call,A,17:05,3/15/2010,120,76
193,260444,Blue-collared Zipper,call,A,?,3/4/1998,86,74
194,257777,Blue-collared Zipper,call,A,?,1996-11-00,86,67
195,239025,Blue-collared Zipper,call,A,?,11/29/1990,94,64
196,239023,Blue-collared Zipper,call,A,6:30,2/22/1996,294,153
197,239022,Blue-collared Zipper,call,A,6:40,12/19/1991,88,66
198,239019,Blue-collared Zipper,call,A,6:24,12/11/1990,136,151
199,239018,Blue-collared Zipper,call,A,7:30,11/15/1992,98,61
200,230054,Blue-collared Zipper,call,A,11:00,4/16/2003,64,135
201,189831,Blue-collared Zipper,call,A,18:30,7/31/2014,168,138
202,183581,Blue-collared Zipper,call,A,18:00,5/24/2014,62,136
203,167890,Blue-collared Zipper,"call, song",A,16:00,1/22/2014,274,36
204,116387,Blue-collared Zipper,call,A,16:50,10/4/2012,300,144
205,48782,Blue-collared Zipper,Song,A,?,3/28/2005,92,64
206,30074,Blue-collared Zipper,call,A,?,6/10/2004,128,147
207,6135,Blue-collared Zipper,song,A,?,3/25/2005,94,64
208,3371,Blue-collared Zipper,call,A,10:37,6/6/1996,64,138
209,273667,Blue-collared Zipper,call,B,16:00,1/2/2010,90,65
210,254122,Blue-collared Zipper,call,B,0:00,3/14/2003,168,140
211,251570,Blue-collared Zipper,call,B,12:30,11/27/2004,258,120
212,251569,Blue-collared Zipper,call,B,12:10,11/27/2004,98,61
213,251568,Blue-collared Zipper,call,B,13:20,11/10/2004,160,132
214,239021,Blue-collared Zipper,call,B,6:38,12/19/1991,184,121
215,239020,Blue-collared Zipper,call,B,6:39,9/4/1991,90,64
216,230060,Blue-collared Zipper,call,B,17:00,6/5/2000,90,65
217,230059,Blue-collared Zipper,call,B,17:00,6/5/2000,112,58
218,230058,Blue-collared Zipper,call,B,10:45,4/16/2003,94,63
219,230057,Blue-collared Zipper,call,B,16:00,4/19/1997,278,45
220,230056,Blue-collared Zipper,call,B,18:00,7/28/2000,134,156
221,230055,Blue-collared Zipper,call,B,16:00,2/14/2006,90,66
222,211636,Blue-collared Zipper,call,B,14:30,12/16/2014,100,63
223,181434,Blue-collared Zipper,song,B,16:30,11/16/2013,92,70
224,166768,Blue-collared Zipper,call,B,10:00,1/22/2014,92,65
225,146158,Blue-collared Zipper,song,B,11:00,2/21/2013,94,66
226,122690,Blue-collared Zipper,call,B,8:00,1/28/2013,90,65
227,116386,Blue-collared Zipper,call,B,16:50,10/4/2012,92,64
228,95988,Blue-collared Zipper,song,B,9:33,2/13/2012,100,56
229,85427,Blue-collared Zipper,call,B,15:50,10/30/2002,94,65
230,74792,Blue-collared Zipper,call,B,18:20,8/1/1997,92,35
231,74191,Blue-collared Zipper,song,B,15:20,10/3/2006,164,138
232,52081,Blue-collared Zipper,song,B,?:?,3/29/2005,62,58
233,44224,Blue-collared Zipper,?,B,xx:xx,2007-12-00,146,140
234,41940,Blue-collared Zipper,song,B,?,11/2/2009,92,60
235,24011,Blue-collared Zipper,song,B,13:00,10/18/2008,100,59
236,13297,Blue-collared Zipper,call,B,?,2/25/2003,258,58
237,326954,Blue-collared Zipper,call,C,8:00,4/25/2016,90,65
238,251567,Blue-collared Zipper,call,C,12:00,3/11/2007,100,60
239,251566,Blue-collared Zipper,call,C,14:00,9/12/2005,106,61
240,230061,Blue-collared Zipper,call,C,9:00,1/5/2008,286,111
241,162080,Blue-collared Zipper,call,C,16:11,12/10/2013,94,62
242,158745,Blue-collared Zipper,call,C,9:30,12/16/2013,90,67
243,131815,Blue-collared Zipper,call,C,11:00,12/17/2007,170,105
244,113765,Blue-collared Zipper,song,C,11:00,9/16/2011,250,116
245,95987,Blue-collared Zipper,song,C,9:33,2/13/2012,88,64
246,61917,Blue-collared Zipper,call,C,6:28,8/24/2010,240,113
247,15843,Blue-collared Zipper,call,C,11:15,8/15/2007,98,57
248,12273,Blue-collared Zipper,call,C,13:33,4/8/2003,46,138
249,8370,Blue-collared Zipper,call,C,16:00,9/26/2006,96,63
250,339830,Blue-collared Zipper,call,D,10:37,10/8/2003,62,136
251,326977,Blue-collared Zipper,call,D,11:30,5/27/2016,190,141
252,112599,Blue-collared Zipper,song,D,6:04,10/23/2012,90,68?
253,394751,Bombadil,"call, song",A,6:50,7/3/2017,158,144
254,389979,Bombadil,call,A,9:34,5/27/2017,172,136
255,388172,Bombadil,song,A,17:31,5/20/2017,138,154
256,381414,Bombadil,song,A,17:04,6/1/2017,156,136
257,381413,Bombadil,song,A,17:03,6/1/2017,156,156
258,373488,Bombadil,song,A,15:30,6/1/2017,138,154
259,372594,Bombadil,song,A,7:00,5/20/2017,138,150
260,333314,Bombadil,song,A,16:03,6/25/2016,160,137
261,318350,Bombadil,song,A,17:25,5/24/2016,134,144
262,318349,Bombadil,song,A,17:23,5/24/2016,288,43
263,317206,Bombadil,call,A,2:30,5/14/2016,142,143
264,314298,Bombadil,song,A,12:30,4/30/2016,132,154
265,313482,Bombadil,song,A,11:30,4/23/2016,136,144
266,296888,Bombadil,"call, song",A,9:42,5/18/2012,142,143
267,296886,Bombadil,song,A,11:57,5/18/2011,148,133
268,296883,Bombadil,song,A,13:21,5/29/2011,156,156
269,292085,Bombadil,song,A,17:00,5/18/2008,116,165
270,246112,Bombadil,song,A,18:45,5/26/2015,154,135
271,206157,Bombadil,song,A,5:00,6/13/2014,132,154
272,185815,Bombadil,song,A,20:30,6/6/2014,140,160
273,185814,Bombadil,song,A,20:26,6/6/2014,116,86
274,185812,Bombadil,song,A,20:17,6/6/2014,114,154
275,185521,Bombadil,song,A,5:18,6/6/2014,132,135
276,185518,Bombadil,song,A,5:24,6/6/2014,140,140
277,182689,Bombadil,call,A,11:35,5/25/2014,138,155
278,180230,Bombadil,song,A,18:00,5/28/2014,170,145
279,178244,Bombadil,"call, song",A,10:00,5/14/2014,128,152
280,177472,Bombadil,song,A,6:00,5/6/2014,134,154
281,177471,Bombadil,song,A,6:00,5/6/2014,146,144
282,160543,Bombadil,song,A,7:42,5/21/2013,130,134
283,155548,Bombadil,song,A,7:30,5/19/2013,128,146
284,147289,Bombadil,call,A,8:44,9/4/2013,148,156
285,100089,Bombadil,song,A,9:30am,4/22/2012,162,164
286,59146,Bombadil,Song,A,8:40,5/7/2010,134,161
287,59127,Bombadil,Song,A,14:20,5/4/2010,136,160
288,50596,Bombadil,song,A,?:?,2/12/2007,172,131
289,48651,Bombadil,song,A,11:00,5/4/2010,134,153
290,48268,Bombadil,song,A,10:40,5/2/2010,166,135
291,48028,Bombadil,Song,A,?,0000-00-00,142,138
292,48027,Bombadil,Song,A,?,0000-00-00,166,138
293,13792,Bombadil,song,A,5:45,6/9/2007,168,179
294,388171,Bombadil,call,B,17:28,5/20/2017,144,142
295,337963,Bombadil,call,B,9:01,7/1/2016,148,141
296,337962,Bombadil,call,B,8:50,7/1/2016,70,81
297,328931,Bombadil,song,B,10:00,6/9/2015,160,146
298,326730,Bombadil,call,B,7:32,6/18/2016,122,158
299,319716,Bombadil,song,B,15:00,5/29/2016,138,155
300,317040,Bombadil,song,B,15:00,5/7/2016,146,142
301,314099,Bombadil,song,B,10:30,4/28/2016,148,136
302,313534,Bombadil,song,B,9:00,4/22/2016,166,139
303,296892,Bombadil,call,B,8:35,5/18/2012,130,149
304,296887,Bombadil,"call, song",B,11:53,5/18/2011,154,140
305,296884,Bombadil,"call, song",B,12:46,5/18/2011,150,130
306,278928,Bombadil,call,B,6:30,9/10/2015,150,136
307,278925,Bombadil,call,B,8:38,9/12/2015,116,163
308,278828,Bombadil,call,B,7:07,9/12/2015,114,158
309,278827,Bombadil,call,B,7:04,9/12/2015,144,154
310,254449,Bombadil,"call, song",B,18:00,6/28/2015,134,153
311,253399,Bombadil,song,B,8:07,5/31/2015,154,150
312,246110,Bombadil,song,B,18:00,5/26/2015,148,165
313,237361,Bombadil,song,B,9:30,4/26/2015,136,163
314,206183,Bombadil,song,B,6:00,6/13/2014,116,131
315,199590,Bombadil,call,B,7:00,7/18/2014,168,152
316,185821,Bombadil,song,B,20:56,6/6/2014,140,155
317,185819,Bombadil,"call, song",B,20:19,6/6/2014,178,158
318,185817,Bombadil,song,B,21:29,6/6/2014,164,148
319,179962,Bombadil,call,B,10:25,5/24/2014,144,154
320,179961,Bombadil,song,B,10:13,5/24/2014,122,163
321,179960,Bombadil,call,B,10:03,5/24/2014,146,152
322,160803,Bombadil,song,B,17:51,6/21/2013,134,156
323,160622,Bombadil,song,B,5:34,5/28/2013,112,130
324,153879,Bombadil,call,B,7:00,7/23/2013,144,140
325,153344,Bombadil,song,B,5:00,6/10/2013,142,156
326,153038,Bombadil,song,B,7:00,6/26/2013,114,151
327,153037,Bombadil,song,B,8:00,6/25/2013,170,156
328,101450,Bombadil,song,B,11:10,5/10/2012,150,143
329,101449,Bombadil,song,B,10:55,5/10/2012,208,131
330,100088,Bombadil,song,B,9:30am,4/22/2012,136,152
331,100087,Bombadil,song,B,9:30am,4/22/2012,150,149
332,100086,Bombadil,song,B,9:30am,4/22/2012,142,151
333,95114,Bombadil,Call,B,19:15,8/8/2011,158,147
334,67480,Bombadil,Song,B,11:37,5/23/2010,136,154
335,50610,Bombadil,song,B,?:?,3/15/2006,142,162
336,50609,Bombadil,song,B,?:?,3/16/2007,140,144
337,50608,Bombadil,song,B,?:?,3/15/2006,136,155
338,50607,Bombadil,song,B,?:?,3/15/2006,140,166
339,50606,Bombadil,song,B,?:?,3/11/2005,150,135
340,50605,Bombadil,song,B,?:?,3/27/2005,144,140
341,50604,Bombadil,song,B,?:?,3/10/2006,178,138
342,50603,Bombadil,song,B,?:?,3/15/2006,96,56
343,50602,Bombadil,song,B,?:?,2/12/2007,132,170
344,50601,Bombadil,song,B,?:?,3/18/2006,138,165
345,50600,Bombadil,song,B,?:?,3/15/2006,182,140
346,50599,Bombadil,song,B,?:?,3/15/2006,148,139
347,50598,Bombadil,song,B,?:?,3/10/2005,160,145
348,50597,Bombadil,song,B,?:?,3/15/2006,122,134
349,50595,Bombadil,song,B,?:?,3/14/2006,152,172
350,50594,Bombadil,song,B,?:?,3/15/2006,144,148
351,50593,Bombadil,song,B,?:?,3/15/2006,144,155
352,50592,Bombadil,song,B,?:?,3/15/2006,144,149
353,50591,Bombadil,song,B,?:?,2/12/2007,120,119
354,50590,Bombadil,song,B,?:?,3/15/2006,146,141
355,50589,Bombadil,song,B,?:?,3/10/2006,96,57
356,50588,Bombadil,song,B,?:?,3/15/2006,162,139
357,50587,Bombadil,song,B,?:?,3/10/2006,272,125
358,50586,Bombadil,song,B,?:?,2/12/2007,180,111
359,48029,Bombadil,Song,B,?,0000-00-00,130,142
360,31206,Bombadil,call,B,?,6/19/2008,168,139
361,31205,Bombadil,Call,B,?,6/19/2008,156,137
362,31204,Bombadil,Song,B,?,6/13/2008,164,138
363,31203,Bombadil,"Call, song",B,?,6/13/2008,138,152
364,31202,Bombadil,Song,B,?,6/13/2008,148,134
365,31049,Bombadil,Song,B,?,5/29/2008,148,141
366,31047,Bombadil,Song,B,?,5/29/2008,142,156
367,13791,Bombadil,song,B,7:10,6/3/2007,150,98
368,1366,Bombadil,song,B,?,4/29/2003,168,142
369,356871,Bombadil,song,C,16:30,6/25/2015,144,165
370,337964,Bombadil,call,C,9:07,7/1/2016,184,134
371,337314,Bombadil,song,C,15:15,5/29/2015,146,158
372,318258,Bombadil,call,C,3:30,5/17/2016,146,140
373,315032,Bombadil,call,C,7:07,4/24/2016,138,147
374,296896,Bombadil,"call, song",C,8:33,5/18/2012,140,130
375,296885,Bombadil,call,C,12:46,5/18/2011,146,141
376,180228,Bombadil,song,C,18:00,5/28/2014,144,138
377,137968,Bombadil,song,C,7:00,6/9/2013,162,129
378,131789,Bombadil,song,C,9:00,4/22/2013,132,144
379,100143,Bombadil,song,C,16:35,4/30/2012,154,133
380,31207,Bombadil,Call,C,?,6/19/2008,132,150
381,31046,Bombadil,Song,C,?,5/29/2008,138,155
382,31042,Bombadil,Call,C,?,5/29/2008,156,155
383,31041,Bombadil,Call,C,?,5/29/2008,156,137
384,246111,Bombadil,song,D,18:20,5/26/2015,128,131
385,216402,Bombadil,call,D,9:22,9/14/2013,142,163
386,216399,Bombadil,call,D,9:22,9/14/2013,142,157
387,176638,Bombadil,call,D,12:30,10/12/2013,130,148
388,83740,Bombadil,"call, song",D,9:45,3/27/2011,94,58
389,31044,Bombadil,"Call, song",D,?,5/29/2008,82,63
390,132418,Bombadil,song,E,18:10,5/3/2013,176,142
391,101415,Bombadil,call,E,night,5/13/2012,128,158
392,43642,Bombadil,song,E,7:30,6/20/2009,156,154
393,379541,Broad-winged Jojo,song,no score,11:30,7/1/2017,110,74
394,379335,Broad-winged Jojo,song,no score,15:31,7/1/2017,110,80
395,387362,Broad-winged Jojo,call,A,8:31,7/28/2013,106,87
396,371463,Broad-winged Jojo,"call, song",A,6:30,5/14/2017,122,75
397,317055,Broad-winged Jojo,"call, song",A,7:30,5/16/2016,126,91
398,317045,Broad-winged Jojo,call,A,16:30,5/15/2016,120,78
399,278203,Broad-winged Jojo,?,A,17:46,6/10/2015,138,90
400,278201,Broad-winged Jojo,?,A,17:45,6/10/2015,132,90
